ICMMID,Confidence.Factor,Mine.Name,Group.Names,Latitude,Longitude,Asset.Type,Country.or.Region,Primary.Commodity,Secondary.Commodity,Other.Commodities
ICMM09182,High,Shangyuquan Coal Mine,Shangyuquan Coal Mine;Shangyuquan,39.258180500000002,111.2223,Mine,China,thermal coal,NA,NA
ICMM09183,Moderate,Shanxi Dongda Coal Mine,NA,35.726066000000003,112.424415,Mine,China,metallurgical coal,thermal coal,NA
ICMM09184,High,Shanxi Jinyuan Coal Mine,Shanxi Jinyuan Coal Mine;Jinyuan,37.677172499999998,110.8499255,Mine,China,metallurgical coal,NA,NA
ICMM09185,High,Shanxi Lu'an Gucheng Coal Mine,Shanxi Lu'an Gucheng Coal Mine;Shanxi Lu'an,36.256340000000002,112.9195945,Mine,China,metallurgical coal,thermal coal,NA
ICMM09186,Moderate,Shanxin Village Surface Coal Mine,NA,24.221250999999999,103.41029,Mine,China,thermal coal,NA,NA
ICMM09187,Moderate,Shanyang Coal Mine,NA,35.248410999999997,110.059135,Mine,China,metallurgical coal,NA,NA
ICMM09188,Moderate,Shaozhai Coal Mine,NA,35.001558000000003,107.828481,Mine,China,thermal coal,NA,NA
ICMM09189,High,Shengli West No.2 Coal Mine,Shengli West No.2 Coal Mine;Wulantuga Opencast,43.952043500000002,115.91082,Mine,China,thermal coal,NA,NA
ICMM09190,Moderate,Shicaocun Coal Mine,NA,37.943404999999998,106.696881,Mine,China,thermal coal,NA,NA
ICMM09191,High,Shigetai Coal Mine,Shigetai Coal Mine;Ulan Mulun Coal Mine;Lijiata Coal Mine;Inner Mongolia Ordos Shigetai Coal Mine;Inner Mongolia Ejin Horo Banner Delong Coal Mine;Inner Mongolia Ejin Horo Banner Huanengjing Coal Mine;Shigetai;Huoluowan,39.423542380000001,110.1129951,Mine,China,thermal coal,NA,NA
ICMM09192,Moderate,Shitoumei No.1 Coal Mine,NA,44.271559000000003,93.057426,Mine,China,thermal coal,NA,NA
ICMM09193,High,Shuangshan Coal Mine,Shuangshan Coal Mine;Mahuangliang Coal Mine;Haojialiang Coal Mine,38.444852670000003,109.951368,Mine,China,thermal coal,NA,NA
ICMM09194,High,East Well of Sihe Coal Mine,East Well of Sihe Coal Mine;West Well of Sihe Coal Mine;Sihe,35.597257329999998,112.5228387,Mine,China,thermal coal,NA,NA
ICMM09195,Moderate,Sijiazhuang Coal Mine,NA,37.585557000000001,113.621388,Mine,China,thermal coal,NA,NA
ICMM09196,Moderate,Sitai Coal Mine,NA,40.094906000000002,112.968816,Mine,China,thermal coal,NA,NA
ICMM09197,Moderate,Songxinzhuang Coal Mine,NA,37.491701999999997,106.797794,Mine,China,thermal coal,NA,NA
ICMM09198,Moderate,Sunjiacha Coal Mine,NA,39.134248999999997,110.347317,Mine,China,thermal coal,NA,NA
ICMM09199,High,Talahao Coal Mine,Talahao Coal Mine;Yangjiacun Coal Mine;Talahao,39.795740000000002,110.154864,Mine,China,thermal coal,NA,NA
ICMM09200,Moderate,Talike District No. 2 Coal Mine,NA,41.979906999999997,84.378789,Mine,China,coal,NA,NA
ICMM09201,Moderate,Tangjiahui Coal Mine,NA,39.947429,111.220258,Mine,China,thermal coal,NA,NA
ICMM09202,Moderate,Taran Gaole Coal Mine,NA,39.996231999999999,109.205991,Mine,China,thermal coal,NA,NA
ICMM09203,Moderate,Tianshuibu No.2 Coal Mine,NA,37.089483999999999,106.785417,Mine,China,thermal coal,NA,NA
ICMM09204,Moderate,Tiaohu No.3 Coal Mine,NA,44.333899000000002,93.274989,Mine,China,thermal coal,NA,NA
ICMM09205,Moderate,Tingnan Coal Mine,NA,35.096062000000003,107.943871,Mine,China,thermal coal,NA,NA
ICMM09206,High,Tongxin Coal Mine,Tongxin Coal Mine;Yongdingzhuang Coal Mine;Yongdingzhuang;Dadougou,40.012385250000001,113.0975885,Mine,China,metallurgical coal,thermal coal,NA
ICMM09207,Moderate,Wangfeng Coal Mine,NA,35.621389000000001,110.473889,Mine,China,metallurgical coal,thermal coal,NA
ICMM09208,High,Wangjialing Coal Mine,Wangjialing Coal Mine;Wangjialing,35.705646000000002,110.6912885,Mine,China,metallurgical coal,NA,NA
ICMM09209,Moderate,Wangjiata Coal Mine,NA,39.676305999999997,110.001415,Mine,China,thermal coal,NA,NA
ICMM09210,High,Wangwa Coal Mine,Wangwa Coal Mine;Wangwa No.2 Coal Mine;Wangwa,36.161611669999999,106.6110763,Mine,China,thermal coal,NA,NA
ICMM09211,Moderate,Wanli No.1 Coal Mine,NA,39.899571000000002,109.917382,Mine,China,thermal coal,NA,NA
ICMM09212,Moderate,Weizigou Coal Mine,Weizigou Coal Mine;Xinjiang Hutubi Donggou Coal Mine,43.962781999999997,86.8103565,Mine,China,thermal coal,NA,NA
ICMM09213,Moderate,Wenjiazhuang Coal Mine,NA,37.955790999999998,113.217014,Mine,China,thermal coal,NA,NA
ICMM09214,Moderate,West No. 1 Coal Mine,NA,44.654941000000001,116.702955,Mine,China,thermal coal,NA,NA
ICMM09215,Moderate,West Well of Faer Second Coal Mine,West Well of Faer Second Coal Mine;Faer Coal Mine,26.319290500000001,104.7525975,Mine,China,metallurgical coal,thermal coal,NA
ICMM09216,Moderate,Wucaiwan No.1 Coal Mine,NA,44.777239000000002,89.098488,Mine,China,thermal coal,NA,NA
ICMM09217,Moderate,Wucaiwan No.1 Surface Mine,NA,44.933506999999999,89.184722,Mine,China,thermal coal,NA,NA
ICMM09218,Moderate,Wudong Coal Mine,NA,43.929293999999999,87.745344,Mine,China,thermal coal,NA,NA
ICMM09219,Moderate,Wujiamao Coal Mine,Wujiamao Coal Mine;Gengyang Coal Mine,37.274006,111.0747715,Mine,China,metallurgical coal,thermal coal,NA
ICMM09220,Moderate,Wuju Coal Mine,NA,35.063029,107.050604,Mine,China,thermal coal,NA,NA
ICMM09221,Moderate,Wukuang Guishigou Coal Mine,Wukuang Guishigou Coal Mine;Shanxi Pingding Guanyu Coal Mine,37.776760500000002,113.602731,Mine,China,thermal coal,NA,NA
ICMM09222,Moderate,Xiadian Coal Mine,NA,34.25723,112.726356,Mine,China,thermal coal,NA,NA
ICMM09223,Moderate,Xiaobaodang No.1 Coal Mine,Xiaobaodang No.1 Coal Mine;Xiaobaodang No.2 Coal Mine,38.756194999999998,109.893889,Mine,China,thermal coal,NA,NA
ICMM09224,Moderate,Xiaojiawa Coal Mine,NA,38.394821,111.143913,Mine,China,metallurgical coal,NA,NA
ICMM09225,Moderate,Xiaojihan Coal Mine,NA,38.437800000000003,109.5059,Mine,China,thermal coal,NA,NA
ICMM09226,Moderate,Xiaozhuang Coal Mine,NA,35.083460000000002,107.983823,Mine,China,thermal coal,NA,NA
ICMM09227,Moderate,Xieqiao Coal Mine,NA,32.774098000000002,116.381556,Mine,China,metallurgical coal,thermal coal,NA
ICMM09228,Moderate,Xingliang No.2 Coal Mine,NA,43.129427999999997,89.46842,Mine,China,thermal coal,NA,NA
ICMM09229,High,Xinglongzhuang Coal Mine,Xinglongzhuang Coal Mine;Xinglongzhuang,35.491217499999998,116.8539495,Mine,China,thermal coal,NA,NA
ICMM09230,Moderate,Xingong Coal Mine,Xingong Coal Mine;Shengli Coal Mine,37.662132499999998,110.937049,Mine,China,metallurgical coal,NA,NA
ICMM09231,Moderate,Xinhu Coal Mine,NA,33.503394999999998,116.085981,Mine,China,metallurgical coal,NA,NA
ICMM09232,Moderate,Xinjiang Hongshan Coal Mine,NA,46.501086000000001,86.043581,Mine,China,thermal coal,NA,NA
ICMM09233,High,Xinjulong Coal Mine,Xinjulong Coal Mine;Xin Julong,35.277983999999996,115.885595,Mine,China,metallurgical coal,NA,NA
ICMM09234,Moderate,Xinwen IlI No.1 Coal Mine,NA,43.546230999999999,80.961116,Mine,China,thermal coal,NA,NA
ICMM09235,Moderate,Xinzhuang Coal Mine,NA,35.265895999999998,107.912029,Mine,China,thermal coal,NA,NA
ICMM09236,Moderate,Xiwan Surface Coal Mine,NA,38.604700000000001,110.064,Mine,China,thermal coal,NA,NA
ICMM09237,Moderate,Xizhuo Coal Mine,NA,35.232866999999999,110.197546,Mine,China,coal,NA,NA
ICMM09238,High,Xucun Coal Mine,Xucun Coal Mine;Zijin,36.700790499999997,111.6740485,Mine,China,coal,NA,NA
ICMM09239,Moderate,Yadian Coal Mine,NA,35.217077000000003,107.969668,Mine,China,thermal coal,NA,NA
ICMM09240,Moderate,Yangchan Coal Mine,NA,36.790996,113.254929,Mine,China,thermal coal,NA,NA
ICMM09241,High,Yangchangwan Coal Mine,Yangchangwan Coal Mine;Lingxin Coal Mine;Lingxin,38.083184670000001,106.6428447,Mine,China,thermal coal,NA,NA
ICMM09242,High,Yangquan No. 1 Coal Mine,Yangquan No. 1 Coal Mine;Yangquan No. 1;Yonghong,37.913552000000003,113.515245,Mine,China,thermal coal,NA,NA
ICMM09243,High,Yangquan No. 2 Coal Mine,Yangquan No. 2 Coal Mine;Yangquan No. 2;Yangquan No. 3;Xinjing,37.869689999999999,113.5185163,Mine,China,thermal coal,NA,NA
ICMM09244,Moderate,Yeping Coal Mine,NA,35.209133999999999,108.801033,Mine,China,thermal coal,NA,NA
ICMM09245,High,Yili No.4 Coal Mine,Yili No.4 Coal Mine;Yili,44.074227999999998,81.141898,Mine,China,metallurgical coal,thermal coal,NA
ICMM09246,Moderate,Yingpanhao Coal Mine,NA,38.467483999999999,108.945391,Mine,China,thermal coal,NA,NA
ICMM09247,Moderate,Yining North No. 2 Coal Mine,Yining North No. 2 Coal Mine;Piliqing Surface Coal Mine;Qinghua Surface Coal Mine,44.046281999999998,81.46786967,Mine,China,thermal coal,NA,NA
ICMM09248,Moderate,Yitai Yili Coal Mine,NA,43.588211999999999,81.510551,Mine,China,thermal coal,NA,NA
ICMM09249,Moderate,Youyi Coal Mine,Youyi Coal Mine;Shuozhou Zhuhezhui Coal Mine;Shanxi Shuozhou Shuiquan Coal Mine,39.652515999999999,112.6237223,Mine,China,metallurgical coal,thermal coal,NA
ICMM09250,High,Yuanbaoshan Coal Mine,Yuanbaoshan Coal Mine;Yuanbaoshan Opencast,42.336481499999998,119.315343,Mine,China,thermal coal,NA,NA
ICMM09251,High,Yujialiang Coal Mine,Yujialiang Coal Mine;Yanghuopan Coal Mine;Yujialiang,39.04615467,110.524823,Mine,China,thermal coal,NA,NA
ICMM09252,Moderate,Yuka No. 2 Coal Mine,Yuka No. 2 Coal Mine;Yuka No. 1 Coal Mine,38.061047000000002,94.796798,Mine,China,thermal coal,NA,NA
ICMM09253,Moderate,Yuwang No.1 Coal Mine,NA,25.102177999999999,104.615702,Mine,China,thermal coal,NA,NA
ICMM09254,Moderate,Yuwu Coal Mine,NA,36.364173000000001,112.858361,Mine,China,thermal coal,NA,NA
ICMM09255,High,Yuxi Coal Mine,Yuxi Coal Mine;Yuxi,35.707931500000001,112.6248345,Mine,China,thermal coal,NA,NA
ICMM09256,Moderate,Yuxin Coal Mine,NA,41.995516000000002,84.59275,Mine,China,coal,NA,NA
ICMM09257,Moderate,Zaoquan Coal Mine,NA,37.926904,106.53365,Mine,China,thermal coal,NA,NA
ICMM09258,Moderate,Zhahazhuoer Surface Coal Mine,NA,45.378683000000002,119.423037,Mine,China,thermal coal,NA,NA
ICMM09259,High,Zhangji Coal Mine,"Zhangji Coal Mine;Zhangji, Anhui",32.746164,116.5146015,Mine,China,metallurgical coal,thermal coal,NA
ICMM09260,Moderate,Zhanihe Surface Mine,NA,49.147908999999999,120.227287,Mine,China,thermal coal,NA,NA
ICMM09261,Moderate,Zhaoshipan Coal Mine,NA,37.909104999999997,109.094503,Mine,China,thermal coal,NA,NA
ICMM09262,Moderate,Zhaozhuang Coal Mine,NA,35.994902000000003,112.887321,Mine,China,metallurgical coal,NA,NA
ICMM09263,Moderate,Zhengbang Coal Mine,Zhengbang Coal Mine;Jinda Coal Mine;Wangling Coal Mine;Yinyuan Xingqing Coal Mine;Shanxi Lingshi Huaqiang Coal Mine;Shanxi Lingshi Sunyi Coal Mine,36.947130999999999,111.6202145,Mine,China,metallurgical coal,thermal coal,NA
ICMM09264,Moderate,Zhengming Coal Mine,Zhengming Coal Mine;Ruitai Zhengzhu Coal Mine,37.031503999999998,113.3549615,Mine,China,metallurgical coal,NA,NA
ICMM09265,Moderate,Zhengzhuang Coal Mine,NA,35.745863999999997,112.379739,Mine,China,thermal coal,NA,NA
ICMM09266,Moderate,Zhong Yu Coal Mine,NA,36.453150000000001,112.238487,Mine,China,metallurgical coal,thermal coal,NA
ICMM09267,High,Zhuanlongwan Coal Mine,Zhuanlongwan Coal Mine;Zhuan Longwan,39.5706475,110.110156,Mine,China,thermal coal,NA,NA
ICMM09268,Moderate,Zhundong South Surface Mine,NA,44.818916000000002,89.233076,Mine,China,thermal coal,NA,NA
ICMM09269,Moderate,Zhundong Surface Mine,NA,44.836767000000002,89.148398,Mine,China,thermal coal,NA,NA
ICMM09270,High,Cerrejon,CerrejÃ³n Coal Mine;La Caypa,11.033429,-72.666128,Mine,Colombia,thermal coal,metallurgical coal,NA
ICMM09271,High,Pribbenow Coal Mine,Pribbenow Coal Mine;La Loma,9.5729284999999997,-73.486207,Mine,Colombia,thermal coal,NA,NA
ICMM09272,High,Prodeco Coal Mine,Prodeco Coal Mine;Calenturitas Coal Mine,9.6470430050000004,-73.478276,Mine,Colombia,metallurgical coal,thermal coal,NA
ICMM09273,High,Bilina Coal Mine,Bilina Coal Mine;Bilina,50.570604500000002,13.718338,Mine,Czechia,thermal coal,NA,NA
ICMM09274,High,ÄŒSA Coal Mine,ÄŒSA Coal Mine;CSA,50.540644999999998,13.5241815,Mine,Czechia,thermal coal,NA,NA
ICMM09275,High,JiÅ™Ã­ Coal Mine,JiÅ™Ã­ Coal Mine;Druzba Coal Mine,50.212499999999999,12.6987,Mine,Czechia,thermal coal,NA,NA
ICMM09276,High,Karvina Coal Mines,Karvina Coal Mines;ÄŒSA Coal Mine (Karvina);May 9 Mine;Darkov Mine;CSM Mine;Karvina Mine,49.82830594,18.5233803,Mine,Czechia,metallurgical coal,thermal coal,NA
ICMM09277,High,NÃ¡stup TuÅ¡imice Coal Mine,NÃ¡stup TuÅ¡imice Coal Mine;Nastup Tusimice,50.406614500000003,13.3868545,Mine,Czechia,thermal coal,NA,NA
ICMM09278,High,Vrsany Coal Mine,Vrsany Coal Mine;Vrsany,50.490619500000001,13.565701,Mine,Czechia,thermal coal,NA,NA
ICMM09279,Moderate,Garzweiler Coal Mine,NA,51.083998899999997,6.4529844,Mine,Germany,thermal coal,NA,NA
ICMM09280,Moderate,Hambach Coal Mine,NA,50.891826000000002,6.5734464,Mine,Germany,thermal coal,NA,NA
ICMM09281,High,Inden Coal Mine,Inden Coal Mine;Inden,50.872700000000002,6.346935,Mine,Germany,thermal coal,NA,NA
ICMM09282,Moderate,Nochten Coal Mine,NA,51.457109000000003,14.574709,Mine,Germany,thermal coal,NA,NA
ICMM09283,High,Profen Coal Mine,Profen Coal Mine;Profen;Mibrag,51.132019999999997,12.17378333,Mine,Germany,thermal coal,NA,NA
ICMM09284,Moderate,Reichwalde Coal Mine,NA,51.396366999999998,14.678249,Mine,Germany,thermal coal,NA,NA
ICMM09285,High,Vereinigtes Schleenhain Coal Mine,Vereinigtes Schleenhain Coal Mine;Schleenhain,51.128945000000002,12.38913,Mine,Germany,thermal coal,NA,NA
ICMM09286,High,Welzow SÃ¼d Coal Mine,Welzow SÃ¼d Coal Mine;Welzow Sud,51.594816999999999,14.2655145,Mine,Germany,thermal coal,NA,NA
ICMM09287,Moderate,Megalopolis Lignite Center,NA,37.427554000000001,22.097807,Mine,Greece,thermal coal,NA,NA
ICMM09288,High,West Macedonia Lignite Centre,West Macedonia Lignite Centre;Kardia Mine;Kardia Field,40.440462439999997,21.79054677,Mine,Greece,thermal coal,NA,NA
ICMM09289,High,Adasa Coal Mine,Adasa Coal Mine;Adasa Underground Coal Mine,21.347003000000001,78.953545,Mine,India,thermal coal,NA,NA
ICMM09290,High,Adriyala Coal Mine,Adriyala Coal Mine;Godavarikhani 10 Incline Project;Adriyala;RG OC II Extension;Ramagundem OC II;GDK 10 A,18.647217399999999,79.57309519,Mine,India,thermal coal,NA,NA
ICMM09291,High,AKK Coal Mine,AKK Coal Mine;Kedla Coal Mine;Kathara Coal Mine;Bokaro Opencast Coal Mine;Jarangdih Coal Mine;Jarangdih,23.780442499999999,85.91465733,Mine,India,thermal coal,NA,NA
ICMM09292,Moderate,Amadand Coal Mine,Amadand Coal Mine;Bartarai Coal Mine,23.147470500000001,82.0635835,Mine,India,thermal coal,NA,NA
ICMM09293,High,Amalgamated Yekona I and II Coal Mines,Amalgamated Yekona I and II Coal Mines;Shivani Coal Mine,20.231527499999999,78.9115273,Mine,India,thermal coal,NA,NA
ICMM09294,Moderate,Amelia North Coal Mine,NA,24.134599999999999,82.4264,Mine,India,thermal coal,NA,NA
ICMM09295,High,Amlai Coal Mine,Amlai Coal Mine;Dhanpuri Coal Mine;Dhanpuri Underground Mine;Amlai,23.163605499999999,81.5760545,Mine,India,thermal coal,NA,NA
ICMM09296,Moderate,Amrapali Coal Mine,Amrapali Coal Mine;Magadh Coal Mine,23.889479000000001,85.00171,Mine,India,thermal coal,NA,NA
ICMM09297,High,Ashoka Coal Mine,Ashoka Coal Mine;Piparwar Coal Mines;Central Coalfield,23.723772,85.02937,Mine,India,thermal coal,NA,NA
ICMM09298,High,Baroud Coal Mine,Baroud Coal Mine;Baround Bottom Seam,22.268586500000001,83.345829,Mine,India,thermal coal,NA,NA
ICMM09299,Moderate,Basundhara (West) Coal Mine,Basundhara (West) Coal Mine;Garjanbahal Coal Mine;Kulda Coal Mine;Siarmal Coal Mine,22.042699500000001,83.73538125,Mine,India,thermal coal,NA,NA
ICMM09300,High,Belpahar Coal Mine,Belpahar Coal Mine;Lakhanpur Coal Mine;Belpahar Coal Mine,21.748366669999999,83.84116667,Mine,India,thermal coal,NA,NA
ICMM09301,Moderate,Bhatadi Coal Mine,NA,20.057379999999998,79.267357,Mine,India,thermal coal,NA,NA
ICMM09302,Moderate,Bijari Coal Mine,NA,22.2471,83.382797,Mine,India,thermal coal,NA,NA
ICMM09303,Moderate,Bina Coal Mine,NA,24.148299999999999,82.7476,Mine,India,thermal coal,NA,NA
ICMM09304,Moderate,Block II (BOCP) Coal Mine,Block II (BOCP) Coal Mine;Rajpura Coal Mine;Kapasara Coal Mine,23.758152509999999,86.77404324,Mine,India,metallurgical coal,thermal coal,NA
ICMM09305,Moderate,Block B Coal Mine,NA,24.175024189999998,82.56028175,Mine,India,thermal coal,NA,NA
ICMM09306,Moderate,Chhal Coal Mine,NA,22.100201999999999,83.110483,Mine,India,thermal coal,NA,NA
ICMM09307,Moderate,Chitra East Coal Mine,NA,24.119,86.8636,Mine,India,thermal coal,NA,NA
ICMM09308,Moderate,Dabor Coal Mine,NA,23.789722999999999,86.915206,Mine,India,thermal coal,NA,NA
ICMM09309,Moderate,Dipka Coal Mine,Dipka Coal Mine;Gevra Coal Mine,22.340694500000001,82.54497,Mine,India,thermal coal,NA,NA
ICMM09310,Moderate,Dudhichua Coal Mine,Dudhichua Coal Mine;Jayant Coal Mine,24.161519999999999,82.663735,Mine,India,thermal coal,NA,NA
ICMM09311,Moderate,Dulanga Coal Mine,NA,21.951705,83.807564,Mine,India,thermal coal,NA,NA
ICMM09312,High,Durgapur Coal Mine,Durgapur Coal Mine;Padmapur Coal Mine;Western Coalfields,20.02074567,79.30891433,Mine,India,thermal coal,NA,NA
ICMM09313,High,Gare Palma IV 1 Coal Mine,Gare Palma IV 1 Coal Mine;Gare Palma IV 7 Coal Mine;Gare Palma IV 8 Coal Mine;Gare Palma IV 5 OC Coal Mine;Gare Palma IV 4 Coal Mine;Gare Palma III Coal Mine;Gare Palma IV 2 and 3 OC Mine;Gare Palma IV 5 UG Coal Mine;Gare Palma IV 6 Coal Mine;Milupara Mine;Gare Palma IV/4,22.134911800000001,83.53076423,Mine,India,thermal coal,NA,NA
ICMM09314,Moderate,Gokul Coal Mine,NA,20.669722199999999,79.29638889,Mine,India,thermal coal,NA,NA
ICMM09315,Moderate,Gondegaon Ghatrohana Coal Mine,NA,21.266297309999999,79.19242476,Mine,India,thermal coal,NA,NA
ICMM09316,High,Gondulpara Coal Mine,Gondulpara Coal Mine;Gondulpara,23.840166499999999,85.306967,Mine,India,thermal coal,NA,NA
ICMM09317,Moderate,Gouthamkhani Coal Mine,NA,17.261500000000002,80.3738,Mine,India,thermal coal,NA,NA
ICMM09318,High,Hingula II Coal Mine,Hingula II Coal Mine;Mahanadi Coalfields,20.966210499999999,85.02319,Mine,India,thermal coal,NA,NA
ICMM09319,Moderate,Indaram Coal Mine Project,NA,18.774999999999999,79.46666667,Mine,India,thermal coal,NA,NA
ICMM09320,Moderate,Itapara Coal Mine,NA,23.7879,86.9786,Mine,India,thermal coal,NA,NA
ICMM09321,High,Jamkhani Coal Mine,Jamkhani Coal Mine;Jamkhani;Bijahan,22.10240967,83.599016,Mine,India,metallurgical coal,NA,NA
ICMM09322,Moderate,Jampali Coal Mine,NA,22.271388900000002,83.2811,Mine,India,thermal coal,NA,NA
ICMM09323,High,Jawaharkhani 5 Coal Mine,Jawaharkhani 5 Coal Mine;Yellandu OC,17.57696,80.325465,Mine,India,thermal coal,NA,NA
ICMM09324,Moderate,Jhanjra Coal Mine,NA,23.665320999999999,87.313146,Mine,India,thermal coal,NA,NA
ICMM09325,Moderate,Jhingurda Coal Mine,NA,24.212132,82.698427,Mine,India,thermal coal,NA,NA
ICMM09326,High,JVR II Coal Mine,JVR II Coal Mine;Kistaram Coal Mine;JVR I and II Coal Mine;JVR I Coal Mine;Sathupalli OC,17.205874850000001,80.800426,Mine,India,thermal coal,NA,NA
ICMM09327,High,Kalyaneswari Coal Mine,Kalyaneswari Coal Mine;Ramnagar Coal Mine;Damagoria Coal Mine;Ramnagar,23.762184749999999,86.83998375,Mine,India,metallurgical coal,thermal coal,NA
ICMM09328,High,Kalyani Khani Coal Mine,Kalyani Khani Coal Mine;KK 1 Inc Coal Mine;KK 5 Incline;RK 1 A,18.995204999999999,79.47742,Mine,India,thermal coal,NA,NA
ICMM09329,Moderate,Gopalji Kaniha Coal Mine,NA,21.095844,85.079292,Mine,India,thermal coal,NA,NA
ICMM09330,Moderate,Kapurdi Coal Mine,NA,25.942299999999999,71.344253,Mine,India,thermal coal,NA,NA
ICMM09331,High,Karo Coal Mine,Karo Coal Mine;Bermo Coal Mine;Jharkhand;Bermo,23.785781,85.963974,Mine,India,thermal coal,NA,NA
ICMM09332,Moderate,Khadia Coal Mine,NA,24.131799999999998,82.7144,Mine,India,thermal coal,NA,NA
ICMM09333,Moderate,Khairagura Coal Mine,NA,19.255555600000001,79.26666667,Mine,India,thermal coal,NA,NA
ICMM09334,High,Kuya Coal Mine,"Kuya Coal Mine;N.T.S.T. Jeenagora Coal Mine;North Tisra, South Tisra Coal Mine;Jeenagora",23.719614750000002,86.4452074,Mine,India,thermal coal,NA,NA
ICMM09335,Moderate,Konar Coal Mine,Konar Coal Mine;Kabribad Coal Mine,24.156257,86.301891,Mine,India,metallurgical coal,thermal coal,NA
ICMM09336,High,Koyagudem Coal Mines,Koyagudem Coal Mines;Koyagudem II Coal Mine;Koyagudem OC,17.62394892,80.48710377,Mine,India,thermal coal,NA,NA
ICMM09337,Moderate,Krishnashila Coal Mine,NA,24.124351950000001,82.74250031,Mine,India,thermal coal,NA,NA
ICMM09338,High,Kusmunda Coal Mine,Kusmunda Coal Mine;Korba;South Eastern Coalfields;Laxman,22.337913749999998,82.6694665,Mine,India,thermal coal,NA,NA
ICMM09339,High,Lajkura Coal Mine,Lajkura Coal Mine;Samleswari Coal Mine;Hirakhand Bundia Incline Mine;Rampur,21.798960999999998,83.90758475,Mine,India,thermal coal,NA,NA
ICMM09340,Moderate,Dinesh (Makardhokra III) Coal Mine,NA,20.8764,79.2235,Mine,India,thermal coal,NA,NA
ICMM09341,Moderate,Mangrol Valia Coal Mine,Mangrol Valia Coal Mine;Vastan Lignite Mine,21.423858509999999,73.10630886,Mine,India,thermal coal,NA,NA
ICMM09342,Moderate,Manikpur Coal Mine,NA,22.32047888,82.71690602,Mine,India,thermal coal,NA,NA
ICMM09343,Moderate,Mohanpur Coal Mine,NA,23.786677999999998,86.950299,Mine,India,thermal coal,NA,NA
ICMM09344,Moderate,Mungoli Nirguda Coal Mine,NA,19.894045999999999,79.115559,Mine,India,thermal coal,NA,NA
ICMM09345,Moderate,New Majri Coal Mine,New Majri Coal Mine;New Majri II A Coal Mine,20.126926000000001,79.026794,Mine,India,thermal coal,NA,NA
ICMM09346,Moderate,Niljai Coal Mine,Niljai Coal Mine;Bellora Naigaon Coal Mine,19.986232000000001,79.0855005,Mine,India,thermal coal,NA,NA
ICMM09347,Moderate,North Urimari Birsa Coal Mine,North Urimari Birsa Coal Mine;Urimari Open Cast Coal Mine;Urimari Underground Coal Mine,23.69868967,85.29642067,Mine,India,thermal coal,NA,NA
ICMM09348,Moderate,Pachhwara (North) Coal Mine,NA,24.474744000000001,87.476437,Mine,India,thermal coal,NA,NA
ICMM09349,High,Pakri Barwadih Coal Mine,Pakri Barwadih Coal Mine;Pakri Barwadih,23.880863999999999,85.2316145,Mine,India,thermal coal,NA,NA
ICMM09350,Moderate,Parbatpur Coal Mine,NA,20.715277799999999,86.375,Mine,India,thermal coal,NA,NA
ICMM09351,High,Parsa East And Kanta Basan Coal Mine,Parsa East And Kanta Basan Coal Mine;Parsa Kente;Parsa,22.837354999999999,82.8148,Mine,India,thermal coal,NA,NA
ICMM09352,Moderate,Penganga Coal Mine,NA,19.862221999999999,79.139166,Mine,India,thermal coal,NA,NA
ICMM09353,Moderate,Purnadih Coal Mine,Purnadih Coal Mine;Tetariakhar Coal Mine,23.708534499999999,84.986325,Mine,India,thermal coal,NA,NA
ICMM09354,Moderate,Rajmahal Coal Mine,NA,25.038,87.3538,Mine,India,thermal coal,NA,NA
ICMM09355,High,Ramagundam I Coal Mine,Ramagundam I Coal Mine;Ramagundam II Coal Mine;Ramagundam III Coal Mine;Godavarikhani 11A Incline Coal Mine;GDK 11A;Jallaram;RG OC I;Vakilpalli BG;Ramagundem OC I;Ramagundem OC III,18.68943337,79.54247784,Mine,India,thermal coal,NA,NA
ICMM09356,Moderate,Ravindrakhani Coal Mine,NA,18.927219749999999,79.4894936,Mine,India,thermal coal,NA,NA
ICMM09357,Moderate,Religara Coal Mine,NA,23.861699999999999,85.5569,Mine,India,thermal coal,NA,NA
ICMM09358,High,Rohini Coal Mine,Rohini Coal Mine;Rohini Karkatta Coal Mine;Purnadih,23.68507267,84.98907267,Mine,India,thermal coal,NA,NA
ICMM09359,High,Sarisatolli Coal Mine,Sarisatolli Coal Mine;Gourandih Begunia Coal Mine;Integrated (Sarshatali),23.803082329999999,87.03744233,Mine,India,thermal coal,NA,NA
ICMM09360,High,Sasti OC Coal Mine,Sasti OC Coal Mine;Ballarpur UG Coal Mine;Sasti UG Coal Mine;Ballarpur OC Coal Mine;Dhuptala Coal Mine;Sasti OP,19.823327129999999,79.3338016,Mine,India,thermal coal,NA,NA
ICMM09361,High,Selected Dhori Group of Mines,Selected Dhori Group of Mines;West Bokaro Coal Mine;Tapin Coal Mine;Parej East Coal Mine;Jharkhand Coal Mine;Tarmi Coal Mine;West Bokaro Division;West Bokaro II;West Bokaro III,23.78890281,85.56586966,Mine,India,metallurgical coal,thermal coal,NA
ICMM09362,Moderate,Singhori Coal Mine,NA,21.276665999999999,79.1275,Mine,India,thermal coal,NA,NA
ICMM09363,High,Sonepur Bazari Coal Mine,Sonepur Bazari Coal Mine;Eastern Coalfields,23.687965500000001,87.2232265,Mine,India,thermal coal,NA,NA
